SCN_ID	ROM_ID
0B83	0534	? 
0B84	0219	NWboulder
0B85	0645	NULL
0B86	0969	NULL
0B87	0250	KP_RedKrazoa
0B88	0528	? 
0B89	0681	NULL
0B8A	0946	NULL
0B8B	02C2	DFP_SpellPlace
0B8C	05A5	? 
0B8D	FFFF	NULL
0B8E	FFFF	NULL
0B8F	02DC	DFP_RoundDoor
0B90	05DA	? 
0B91	FFFF	NULL
0B92	FFFF	NULL
0B93	00D2	CFTreasureChest
0B94	FFFF	NULL
0B95	FFFF	NULL
0B96	FFFF	NULL
0B97	0293	VFP_flamepoint
0B98	0570	? 
0B99	FFFF	NULL
0B9A	FFFF	NULL
0B9B	02AF	VFP_Ladders
0B9C	05AC	? 
0B9D	FFFF	NULL
0B9E	FFFF	NULL
0B9F	0462	FireFly
0BA0	010D	WCAnimMoonStone
0BA1	0F78	NULL
0BA2	01BA	CCkdoor1
0BA3	0462	FireFly
0BA4	010E	WCSunStone
0BA5	0F75	NULL
0BA6	01B7	CCCellKey
0BA7	1813	NULL
0BA8	0064	BossDrakor_Lase
0BA9	FFFF	NULL
0BAA	FFFF	NULL
0BAB	04A3	foodbagGreenApp
0BAC	035C	ECSH_Door1
0BAD	FFFF	NULL
0BAE	FFFF	NULL
0BAF	0093	CFCageSwitch
0BB0	01BC	CCkdoor3
0BB1	FFFF	NULL
0BB2	FFFF	NULL
0BB3	0096	CFAnimSnowBike
0BB4	01BC	CCkdoor3
0BB5	FFFF	NULL
0BB6	FFFF	NULL
0BB7	0FC0	NULL
0BB8	FFFF	NULL
0BB9	FFFF	NULL
0BBA	FFFF	NULL
0BBB	01BE	CCkdoor5
0BBC	FFFF	NULL
0BBD	FFFF	NULL
0BBE	FFFF	NULL
0BBF	0E76	NULL
0BC0	00A8	CF_DoorLight
0BC1	0343	DFSH_SpiritPriz
0BC2	05C0	? 
0BC3	0552	? 
0BC4	0388	NWSH_SpiritPriz
0BC5	007A	CFLevelControl
0BC6	FFFF	NULL
0BC7	0107	WCTemplePressur
0BC8	FFFF	NULL
0BC9	FFFF	NULL
0BCA	FFFF	NULL
0BCB	0E74	NULL
0BCC	00A7	CFCheapGalleon
0BCD	0545	? 
0BCE	03BF	DBbullet
0BCF	0550	? 
0BD0	0389	NWSH_Spirit
0BD1	0078	Krazoa
0BD2	FFFF	NULL
0BD3	0042	Pollen
0BD4	FFFF	NULL
0BD5	FFFF	NULL
0BD6	FFFF	NULL
0BD7	0E3F	NULL
0BD8	FFFF	NULL
0BD9	FFFF	NULL
0BDA	FFFF	NULL
0BDB	0101	WCMoonTempleDoo
0BDC	FFFF	NULL
0BDD	FFFF	NULL
0BDE	FFFF	NULL
0BDF	0262	SC_lightfootSpe
0BE0	010E	WCSunStone
0BE1	01B8	CCCellDoor
0BE2	0F76	NULL
0BE3	0263	SC_animlightfoo
0BE4	0110	WCInvUseObj
0BE5	0F76	NULL
0BE6	01B8	CCCellDoor
0BE7	028C	SB_Lamp
0BE8	058F	? 
0BE9	FFFF	NULL
0BEA	FFFF	NULL
0BEB	005D	BossDrakorNebul
0BEC	0E43	NULL
0BED	FFFF	NULL
0BEE	FFFF	NULL
0BEF	005D	BossDrakorNebul
0BF0	0E46	NULL
0BF1	FFFF	NULL
0BF2	FFFF	NULL
0BF3	1550	NULL
0BF4	1643	NULL
0BF5	0CFE	NULL
0BF6	0094	CFDoubleSwitch
0BF7	0EFE	NULL
0BF8	02A4	VFPLift1
0BF9	0559	? 
0BFA	FFFF	NULL
0BFB	0043	PollenFramgment
0BFC	0EB0	NULL
0BFD	FFFF	NULL
0BFE	FFFF	NULL
0BFF	0096	CFAnimSnowBike
0C00	01BC	CCkdoor3
0C01	FFFF	NULL
0C02	FFFF	NULL
0C03	0094	CFDoubleSwitch
0C04	01BC	CCkdoor3
0C05	FFFF	NULL
0C06	FFFF	NULL
0C07	0501	? 
0C08	03CE	DR_EarthWarrior
0C09	FFFF	NULL
0C0A	FFFF	NULL
0C0B	00BF	CFColumn
0C0C	FFFF	NULL
0C0D	FFFF	NULL
0C0E	FFFF	NULL
0C0F	0098	CFChuckObj1
0C10	FFFF	NULL
0C11	FFFF	NULL
0C12	FFFF	NULL
0C13	0287	SB_KyteCage
0C14	058A	? 
0C15	FFFF	NULL
0C16	FFFF	NULL
0C17	00A6	CFScalesGalleon
0C18	FFFF	NULL
0C19	FFFF	NULL
0C1A	FFFF	NULL
0C1B	00DE	RobottrackBeam
0C1C	FFFF	NULL
0C1D	FFFF	NULL
0C1E	FFFF	NULL
0C1F	00DC	RobotLaserFire
0C20	FFFF	NULL
0C21	FFFF	NULL
0C22	FFFF	NULL
0C23	00DD	RobotBeam2
0C24	FFFF	NULL
0C25	FFFF	NULL
0C26	FFFF	NULL
0C27	0096	CFAnimSnowBike
0C28	FFFF	NULL
0C29	FFFF	NULL
0C2A	FFFF	NULL
0C2B	0097	CFRemovalSharpy
0C2C	FFFF	NULL
0C2D	FFFF	NULL
0C2E	FFFF	NULL
0C2F	02ED	WMsun
0C30	05F7	? 
0C31	FFFF	NULL
0C32	FFFF	NULL
0C33	02C4	DFP_blockwall
0C34	05C0	? 
0C35	FFFF	NULL
0C36	FFFF	NULL
0C37	0023	Nurse
0C38	FFFF	NULL
0C39	FFFF	NULL
0C3A	FFFF	NULL
0C3B	025F	SC_chieflightfo
0C3C	0525	? 
0C3D	FFFF	NULL
0C3E	FFFF	NULL
0C3F	016E	DIM2CellDoorRig
0C40	FFFF	NULL
0C41	FFFF	NULL
0C42	FFFF	NULL
0C43	016C	DIM2CellDoorRig
0C44	FFFF	NULL
0C45	FFFF	NULL
0C46	FFFF	NULL
0C47	00BC	CFTrPuzzleDoor
0C48	FFFF	NULL
0C49	FFFF	NULL
0C4A	FFFF	NULL
0C4B	0F1D	NULL
0C4C	134F	NULL
0C4D	FFFF	NULL
0C4E	FFFF	NULL
0C4F	00AC	CFPowerCrystal1
0C50	FFFF	NULL
0C51	FFFF	NULL
0C52	FFFF	NULL
0C53	0089	CFPrisonCage
0C54	FFFF	NULL
0C55	FFFF	NULL
0C56	FFFF	NULL
0C57	0004	AnimTricky
0C58	FFFF	NULL
0C59	FFFF	NULL
0C5A	FFFF	NULL
0C5B	009D	CFPowerDoor3
0C5C	FFFF	NULL
0C5D	FFFF	NULL
0C5E	FFFF	NULL
0C5F	00B9	CFCloudBaby
0C60	0F2D	NULL
0C61	FFFF	NULL
0C62	FFFF	NULL
0C63	0085	CFPrisonDoor2
0C64	0F99	NULL
0C65	13D3	NULL
0C66	FFFF	NULL
0C67	006B	KT_RexFloorSwit
0C68	0E29	NULL
0C69	1207	NULL
0C6A	FFFF	NULL
0C6B	0E41	NULL
0C6C	FFFF	NULL
0C6D	FFFF	NULL
0C6E	FFFF	NULL
0C6F	0F1D	NULL
0C70	134F	NULL
0C71	FFFF	NULL
0C72	FFFF	NULL
0C73	00AC	CFPowerCrystal1
0C74	FFFF	NULL
0C75	FFFF	NULL
0C76	FFFF	NULL
0C77	0089	CFPrisonCage
0C78	FFFF	NULL
0C79	FFFF	NULL
0C7A	FFFF	NULL
0C7B	0004	AnimTricky
0C7C	FFFF	NULL
0C7D	FFFF	NULL
0C7E	FFFF	NULL
0C7F	009D	CFPowerDoor3
0C80	FFFF	NULL
0C81	FFFF	NULL
0C82	FFFF	NULL
0C83	00B9	CFCloudBaby
0C84	0F2D	NULL
0C85	FFFF	NULL
0C86	FFFF	NULL
0C87	0085	CFPrisonDoor2
0C88	0F99	NULL
0C89	13D3	NULL
0C8A	FFFF	NULL
0C8B	006B	KT_RexFloorSwit
0C8C	0E29	NULL
0C8D	1207	NULL
0C8E	FFFF	NULL
0C8F	0E41	NULL
0C90	FFFF	NULL
0C91	FFFF	NULL
0C92	FFFF	NULL
0C93	0CC1	NULL
0C94	FFFF	NULL
0C95	FFFF	NULL
0C96	FFFF	NULL
0C97	1211	NULL
0C98	1229	NULL
0C99	1246	NULL
0C9A	1259	NULL
0C9B	127F	NULL
0C9C	12ED	NULL
0C9D	130B	NULL
0C9E	1322	NULL
0C9F	1332	NULL
0CA0	137E	NULL
0CA1	13A7	NULL
0CA2	005A	AnimDrakor
0CA3	1211	NULL
0CA4	1243	NULL
0CA5	126C	NULL
0CA6	009F	CFSlideDoor1
0CA7	131B	NULL
0CA8	1333	NULL
0CA9	1360	NULL
0CAA	13A5	NULL
0CAB	13E4	NULL
0CAC	FFFF	NULL
0CAD	FFFF	NULL
0CAE	FFFF	NULL
0CAF	137F	NULL
0CB0	0F34	NULL
0CB1	0F9B	NULL
0CB2	0FBC	NULL
0CB3	0E59	NULL
0CB4	FFFF	NULL
0CB5	FFFF	NULL
0CB6	FFFF	NULL
0CB7	0E45	NULL
0CB8	1205	NULL
0CB9	FFFF	NULL
0CBA	FFFF	NULL
0CBB	007C	CloudShipContro
0CBC	FFFF	NULL
0CBD	FFFF	NULL
0CBE	FFFF	NULL
0CBF	0ED4	NULL
0CC0	00A8	CF_DoorLight
0CC1	FFFF	NULL
0CC2	FFFF	NULL
0CC3	0EE5	NULL
0CC4	00B5	CFBrickTest
0CC5	FFFF	NULL
0CC6	FFFF	NULL
0CC7	0094	CFDoubleSwitch
0CC8	14B5	NULL
0CC9	14FB	NULL
0CCA	156C	NULL
0CCB	0E54	NULL
0CCC	FFFF	NULL
0CCD	FFFF	NULL
0CCE	FFFF	NULL
0CCF	0D07	NULL
0CD0	123D	NULL
0CD1	FFFF	NULL
0CD2	FFFF	NULL
0CD3	16F1	NULL
0CD4	1229	NULL
0CD5	FFFF	NULL
0CD6	FFFF	NULL
0CD7	0072	KytesMum
0CD8	FFFF	NULL
0CD9	FFFF	NULL
0CDA	FFFF	NULL
0CDB	037B	DBSH_Door1
0CDC	055D	? 
0CDD	0146	DIMAlpineRoot2
0CDE	0E5A	NULL
0CDF	0E2E	NULL
0CE0	FFFF	NULL
0CE1	FFFF	NULL
0CE2	FFFF	NULL
0CE3	02A1	VFPDragBreath
0CE4	08EA	NULL
0CE5	0598	? 
0CE6	07FA	NULL
0CE7	0011	EnergyCoil
0CE8	FFFF	NULL
0CE9	FFFF	NULL
0CEA	FFFF	NULL
0CEB	0009	Fishingnet
0CEC	FFFF	NULL
0CED	FFFF	NULL
0CEE	FFFF	NULL
0CEF	036F	GPSHpickobjegg
0CF0	056C	? 
0CF1	00B1	CFPowerCrystal_
0CF2	FFFF	NULL
0CF3	0012	Chucka
0CF4	0450	animator
0CF5	024F	KP_AnimKrazoa
0CF6	FFFF	NULL
0CF7	0007	Sword
0CF8	FFFF	NULL
0CF9	FFFF	NULL
0CFA	FFFF	NULL
0CFB	0106	WCPressureSwitc
0CFC	0338	SPMap
0CFD	053A	? 
0CFE	073D	NULL
0CFF	0938	NULL
0D00	FFFF	NULL
0D01	FFFF	NULL
0D02	FFFF	NULL
0D03	0112	WCBossDoor
0D04	FFFF	NULL
0D05	FFFF	NULL
0D06	FFFF	NULL
0D07	12F8	NULL
0D08	00F8	AnimKingEarthWa
0D09	FFFF	NULL
0D0A	FFFF	NULL
0D0B	0478	CrackAnimator
0D0C	08B4	NULL
0D0D	0735	NULL
0D0E	0376	DBSH_Shrine
0D0F	05AC	? 
0D10	FFFF	NULL
0D11	FFFF	NULL
0D12	FFFF	NULL
0D13	1271	NULL
0D14	0053	DIM_BossTonsil
0D15	FFFF	NULL
0D16	FFFF	NULL
0D17	0EB5	NULL
0D18	FFFF	NULL
0D19	FFFF	NULL
0D1A	FFFF	NULL
0D1B	0064	BossDrakor_Lase
0D1C	FFFF	NULL
0D1D	FFFF	NULL
0D1E	FFFF	NULL
0D1F	0902	NULL
0D20	07FA	NULL
0D21	FFFF	NULL
0D22	FFFF	NULL
0D23	00FE	WCSabreChase
0D24	FFFF	NULL
0D25	FFFF	NULL
0D26	FFFF	NULL
0D27	00DD	RobotBeam2
0D28	FFFF	NULL
0D29	FFFF	NULL
0D2A	FFFF	NULL
0D2B	03FA	DR_Bell
0D2C	FFFF	NULL
0D2D	FFFF	NULL
0D2E	FFFF	NULL
0D2F	0ED6	NULL
0D30	03FA	DR_Bell
0D31	FFFF	NULL
0D32	FFFF	NULL
0D33	0FBE	NULL
0D34	017A	DIM2LiftSwitch
0D35	0F16	NULL
0D36	026E	SC_meterblock
0D37	00DD	RobotBeam2
0D38	FFFF	NULL
0D39	FFFF	NULL
0D3A	FFFF	NULL
0D3B	00A5	CFCrate
0D3C	FFFF	NULL
0D3D	FFFF	NULL
0D3E	FFFF	NULL
0D3F	00A5	CFCrate
0D40	FFFF	NULL
0D41	FFFF	NULL
0D42	FFFF	NULL
0D43	026A	SC_BWC_door
0D44	0F17	NULL
0D45	0FBE	NULL
0D46	0178	DIM2PuzzleKey
0D47	00DA	RobotAnimPatro2
0D48	FFFF	NULL
0D49	FFFF	NULL
0D4A	FFFF	NULL
0D4B	02EE	WMrock
0D4C	05EF	? 
0D4D	FFFF	NULL
0D4E	FFFF	NULL
0D4F	04EE	SidekickBall
0D50	03ED	DR_tube
0D51	FFFF	NULL
0D52	FFFF	NULL
0D53	02EC	WMinroom
0D54	05C8	? 
0D55	FFFF	NULL
0D56	FFFF	NULL
0D57	02EC	WMinroom
0D58	05CB	? 
0D59	FFFF	NULL
0D5A	FFFF	NULL
0D5B	02F1	WMconsolestone
0D5C	05CA	? 
0D5D	FFFF	NULL
0D5E	FFFF	NULL
0D5F	04EC	DigTunnel
0D60	03F1	DR_Chimmey
0D61	FFFF	NULL
0D62	FFFF	NULL
0D63	02EE	WMrock
0D64	05CC	? 
0D65	FFFF	NULL
0D66	FFFF	NULL
0D67	180A	NULL
0D68	0CB5	NULL
0D69	FFFF	NULL
0D6A	FFFF	NULL
0D6B	0FE6	NULL
0D6C	FFFF	NULL
0D6D	FFFF	NULL
0D6E	FFFF	NULL
0D6F	0056	DIM_BossSpit
0D70	0E74	NULL
0D71	04E1	TriggerPoint
0D72	0378	DBSH_Force
0D73	0F73	NULL
0D74	00FE	WCSabreChase
0D75	FFFF	NULL
0D76	FFFF	NULL
0D77	0FA2	NULL
0D78	0101	WCMoonTempleDoo
0D79	FFFF	NULL
0D7A	FFFF	NULL
0D7B	0E73	NULL
0D7C	0053	DIM_BossTonsil
0D7D	04E2	TriggerCylinder
0D7E	0377	DBSH_Symbol
0D7F	0FA0	NULL
0D80	00FE	WCSabreChase
0D81	FFFF	NULL
0D82	FFFF	NULL
0D83	0FA2	NULL
0D84	0101	WCMoonTempleDoo
0D85	FFFF	NULL
0D86	FFFF	NULL
0D87	0F73	NULL
0D88	00FB	WCTeethBowl
0D89	FFFF	NULL
0D8A	FFFF	NULL
0D8B	0F74	NULL
0D8C	00FE	WCSabreChase
0D8D	FFFF	NULL
0D8E	FFFF	NULL
0D8F	0FA0	NULL
0D90	00FE	WCSabreChase
0D91	FFFF	NULL
0D92	FFFF	NULL
0D93	0FA1	NULL
0D94	0101	WCMoonTempleDoo
0D95	FFFF	NULL
0D96	FFFF	NULL
0D97	0F3F	NULL
0D98	FFFF	NULL
0D99	FFFF	NULL
0D9A	FFFF	NULL
0D9B	0F40	NULL
0D9C	FFFF	NULL
0D9D	FFFF	NULL
0D9E	FFFF	NULL
0D9F	00BC	CFTrPuzzleDoor
0DA0	FFFF	NULL
0DA1	FFFF	NULL
0DA2	FFFF	NULL
0DA3	00BC	CFTrPuzzleDoor
0DA4	FFFF	NULL
0DA5	FFFF	NULL
0DA6	FFFF	NULL
0DA7	02BE	DFP_PowerBolt
0DA8	05E2	? 
0DA9	FFFF	NULL
0DAA	FFFF	NULL
0DAB	02BD	DFP_SmallBrownD
0DAC	05DE	? 
0DAD	FFFF	NULL
0DAE	FFFF	NULL
0DAF	02BD	DFP_SmallBrownD
0DB0	05E5	? 
0DB1	FFFF	NULL
0DB2	FFFF	NULL
0DB3	02B5	VFP_Maindoor2
0DB4	05ED	? 
0DB5	FFFF	NULL
0DB6	FFFF	NULL
0DB7	0281	SB_ShipGunBroke
0DB8	05AD	? 
0DB9	FFFF	NULL
0DBA	FFFF	NULL
0DBB	0287	SB_KyteCage
0DBC	05AC	? 
0DBD	FFFF	NULL
0DBE	FFFF	NULL
0DBF	027F	SB_ShipMast
0DC0	05B0	? 
0DC1	FFFF	NULL
0DC2	FFFF	NULL
0DC3	0284	SB_Debris
0DC4	05AF	? 
0DC5	FFFF	NULL
0DC6	FFFF	NULL
0DC7	0FA1	NULL
0DC8	0101	WCMoonTempleDoo
0DC9	FFFF	NULL
0DCA	FFFF	NULL
0DCB	0FA1	NULL
0DCC	00FE	WCSabreChase
0DCD	FFFF	NULL
0DCE	FFFF	NULL
0DCF	0FA2	NULL
0DD0	0101	WCMoonTempleDoo
0DD1	FFFF	NULL
0DD2	FFFF	NULL
0DD3	0FA2	NULL
0DD4	0101	WCMoonTempleDoo
0DD5	FFFF	NULL
0DD6	FFFF	NULL
0DD7	0F72	NULL
0DD8	0100	WCSunTempleDoor
0DD9	FFFF	NULL
0DDA	FFFF	NULL
0DDB	0F74	NULL
0DDC	00FE	WCSabreChase
0DDD	FFFF	NULL
0DDE	FFFF	NULL
0DDF	0F75	NULL
0DE0	00FD	WCTrexChase
0DE1	FFFF	NULL
0DE2	FFFF	NULL
0DE3	0FA1	NULL
0DE4	0101	WCMoonTempleDoo
0DE5	FFFF	NULL
0DE6	FFFF	NULL
0DE7	02C9	DFP_Statue1
0DE8	05BD	? 
0DE9	1299	NULL
0DEA	13A0	NULL
0DEB	02E3	WM_Planets
0DEC	05C0	? 
0DED	12AC	NULL
0DEE	13A4	NULL
0DEF	02C6	DFP_TargetBlock
0DF0	05A8	? 
0DF1	00B2	CFPowerCrystal_
0DF2	FFFF	NULL
0DF3	0077	Trex1
0DF4	12C8	NULL
0DF5	158A	NULL
0DF6	FFFF	NULL
0DF7	0093	CFCageSwitch
0DF8	FFFF	NULL
0DF9	FFFF	NULL
0DFA	FFFF	NULL
0DFB	00E1	CFMainDoorB
0DFC	FFFF	NULL
0DFD	FFFF	NULL
0DFE	FFFF	NULL
0DFF	0077	Trex1
0E00	FFFF	NULL
0E01	FFFF	NULL
0E02	FFFF	NULL
0E03	00B1	CFPowerCrystal_
0E04	0296	VFP_PowerBolt
0E05	03BE	DBAnimshooterba
0E06	05F5	? 
0E07	0E59	NULL
0E08	FFFF	NULL
0E09	FFFF	NULL
0E0A	FFFF	NULL
0E0B	0E45	NULL
0E0C	1205	NULL
0E0D	FFFF	NULL
0E0E	FFFF	NULL
0E0F	007C	CloudShipContro
0E10	FFFF	NULL
0E11	FFFF	NULL
0E12	FFFF	NULL
0E13	0ED4	NULL
0E14	00A8	CF_DoorLight
0E15	FFFF	NULL
0E16	FFFF	NULL
0E17	0EE5	NULL
0E18	00B5	CFBrickTest
0E19	FFFF	NULL
0E1A	FFFF	NULL
0E1B	12E5	NULL
0E1C	003E	IceBall
0E1D	0077	Trex1
0E1E	008F	CFWindSwitch
0E1F	00B0	CFPowerCrystal_
0E20	012F	DIMBridgeCog4
0E21	014B	DIMCannon
0E22	0171	DIM2CellLever
0E23	000E	Icebeam
0E24	FFFF	NULL
0E25	FFFF	NULL
0E26	FFFF	NULL
0E27	006B	KT_RexFloorSwit
0E28	00C8	CFExplodeTunnel
0E29	0101	WCMoonTempleDoo
0E2A	0144	DIMDismountPoin
0E2B	04B8	curvefish
0E2C	031F	WL_AnimPodiumge
0E2D	05A2	? 
0E2E	03F8	DR_Shackle
0E2F	02B5	VFP_Maindoor2
0E30	051F	? 
0E31	03A2	DB_AnimEgg
0E32	05F7	? 
0E33	0075	Nutter
0E34	06C8	NULL
0E35	0575	? 
0E36	09CA	NULL
0E37	048A	EnergyGem5
0E38	08DA	NULL
0E39	038B	NWSH_Door1
0E3A	07E0	NULL
0E3B	02F1	WMconsolestone
0E3C	090A	NULL
0E3D	FFFF	NULL
0E3E	FFFF	NULL
0E3F	02E9	WM_Spellbook
0E40	097F	NULL
0E41	FFFF	NULL
0E42	FFFF	NULL
0E43	0702	NULL
0E44	0509	? 
0E45	FFFF	NULL
